experiment_accession	is_control	matched_control_experiments	controlled_by_files	control_type	assay_title	description	lab	award	date_released	status_exp	dbxrefs	life_stage_age	perturbed	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	organism	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	biosample_synonyms	target_label	target_title	file_accession	file_format	output_type	assembly	run_type	paired_end	paired_accession	md5sum	file_status	file_size	platform	bio_replicate_count	tech_replicate_count	biological_replicates	technical_replicates	biological_replicates_formatted	replication_type	url	fastq_1	fastq_2	url_r2	md5sum_r2	file_size_r2	file_accession_r2	single_end
ENCSR119XNK	False	ENCSR683VJG			Histone ChIP-seq	Homo sapiens right lobe of liver tissue female child (16 years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208895	child 16 years	False	ENCDO575EGL	female	child	16	year	European	Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF988BZC	fastq	reads		single-ended			32169e140f679fe5af2876fc35096f07	released	397987112	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF988BZC/@@download/ENCFF988BZC.fastq.gz	https://www.encodeproject.org/files/ENCFF988BZC/@@download/ENCFF988BZC.fastq.gz						true
ENCSR119XNK	False	ENCSR683VJG			Histone ChIP-seq	Homo sapiens right lobe of liver tissue female child (16 years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208895	child 16 years	False	ENCDO575EGL	female	child	16	year	European	Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF340JDY	fastq	reads		single-ended			9c427a7dde80acde11ac0ee3b9d5440f	released	240705693	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF340JDY/@@download/ENCFF340JDY.fastq.gz	https://www.encodeproject.org/files/ENCFF340JDY/@@download/ENCFF340JDY.fastq.gz						true
ENCSR119XNK	False	ENCSR683VJG			Histone ChIP-seq	Homo sapiens right lobe of liver tissue female child (16 years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208895	child 16 years	False	ENCDO575EGL	female	child	16	year	European	Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF374KJP	fastq	reads		single-ended			8fa94a4dd8492a047c6bafcc8a6fa719	released	239209263	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF374KJP/@@download/ENCFF374KJP.fastq.gz	https://www.encodeproject.org/files/ENCFF374KJP/@@download/ENCFF374KJP.fastq.gz						true
ENCSR119XNK	False	ENCSR683VJG			Histone ChIP-seq	Homo sapiens right lobe of liver tissue female child (16 years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208895	child 16 years	False	ENCDO575EGL	female	child	16	year	European	Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF617LEO	fastq	reads		single-ended			23321139a1ea09a447a6f341822f46cd	released	222633665	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF617LEO/@@download/ENCFF617LEO.fastq.gz	https://www.encodeproject.org/files/ENCFF617LEO/@@download/ENCFF617LEO.fastq.gz						true
ENCSR119XNK	False	ENCSR683VJG			Histone ChIP-seq	Homo sapiens right lobe of liver tissue female child (16 years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208895	child 16 years	False	ENCDO575EGL	female	child	16	year	European	Homo sapiens	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	endocrine system,exocrine system,digestive system	right liver lobe,lobus hepaticus dexter,liver right lobe	H3K27ac	H3K27ac (Homo sapiens)	ENCFF885UGZ	fastq	reads		single-ended			c00ba989c341da713f1af707c4dbc540	released	225480950	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF885UGZ/@@download/ENCFF885UGZ.fastq.gz	https://www.encodeproject.org/files/ENCFF885UGZ/@@download/ENCFF885UGZ.fastq.gz						true
ENCSR120WKZ	False	ENCSR644CBZ,ENCSR792FSD	ENCFF526EBG,ENCFF892GTI,ENCFF955GRV		Histone ChIP-seq	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	SCREEN-GRCh38:naive_thymus-derived_CD4-positive_alpha-beta_T_cell,GEO:GSM772835,GEO:GSM772934		False	ENCDO688UWB	unknown	unknown				Homo sapiens	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	blood,bodily fluid	hematopoietic cell,leukocyte,T cell,CD4+ T cell	mesoderm,endoderm	immune system	naive thymus-derived CD4-positive, alpha-beta T-lymphocyte,naive thymus-derived CD4-positive, alpha-beta T-cell,naive thymus-derived CD4-positive, alpha-beta T lymphocyte,Th0,T.4Nve.Sp	H3K27ac	H3K27ac (Homo sapiens)	ENCFF061NJX	fastq	reads		single-ended			a6620c09dbb555713dce1df48a90f2d3	released	293673225	Illumina HiSeq 2000	2	2	1	1_3	Rep 1	anisogenic	https://www.encodeproject.org/files/ENCFF061NJX/@@download/ENCFF061NJX.fastq.gz	https://www.encodeproject.org/files/ENCFF061NJX/@@download/ENCFF061NJX.fastq.gz						true
ENCSR120WKZ	False	ENCSR644CBZ,ENCSR792FSD	ENCFF526EBG,ENCFF892GTI,ENCFF955GRV		Histone ChIP-seq	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	SCREEN-GRCh38:naive_thymus-derived_CD4-positive_alpha-beta_T_cell,GEO:GSM772835,GEO:GSM772934		False	ENCDO688UWB	unknown	unknown				Homo sapiens	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	blood,bodily fluid	hematopoietic cell,leukocyte,T cell,CD4+ T cell	mesoderm,endoderm	immune system	naive thymus-derived CD4-positive, alpha-beta T-lymphocyte,naive thymus-derived CD4-positive, alpha-beta T-cell,naive thymus-derived CD4-positive, alpha-beta T lymphocyte,Th0,T.4Nve.Sp	H3K27ac	H3K27ac (Homo sapiens)	ENCFF725BZP	fastq	reads		single-ended			a025a11356403020f2cd4837b4b029d9	released	313309833	Illumina HiSeq 2000	2	2	1	1_3	Rep 1	anisogenic	https://www.encodeproject.org/files/ENCFF725BZP/@@download/ENCFF725BZP.fastq.gz	https://www.encodeproject.org/files/ENCFF725BZP/@@download/ENCFF725BZP.fastq.gz						true
ENCSR120WKZ	False	ENCSR644CBZ,ENCSR792FSD	ENCFF526EBG,ENCFF892GTI,ENCFF955GRV		Histone ChIP-seq	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	SCREEN-GRCh38:naive_thymus-derived_CD4-positive_alpha-beta_T_cell,GEO:GSM772835,GEO:GSM772934		False	ENCDO688UWB	unknown	unknown				Homo sapiens	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	blood,bodily fluid	hematopoietic cell,leukocyte,T cell,CD4+ T cell	mesoderm,endoderm	immune system	naive thymus-derived CD4-positive, alpha-beta T-lymphocyte,naive thymus-derived CD4-positive, alpha-beta T-cell,naive thymus-derived CD4-positive, alpha-beta T lymphocyte,Th0,T.4Nve.Sp	H3K27ac	H3K27ac (Homo sapiens)	ENCFF832IBO	fastq	reads		single-ended			c40a5b6985889f94d9fe549733761ef6	released	315411777	Illumina HiSeq 2000	2	2	1	1_3	Rep 1	anisogenic	https://www.encodeproject.org/files/ENCFF832IBO/@@download/ENCFF832IBO.fastq.gz	https://www.encodeproject.org/files/ENCFF832IBO/@@download/ENCFF832IBO.fastq.gz						true
ENCSR120WKZ	False	ENCSR644CBZ,ENCSR792FSD	ENCFF134SPR,ENCFF147BLO,ENCFF279QGV		Histone ChIP-seq	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	SCREEN-GRCh38:naive_thymus-derived_CD4-positive_alpha-beta_T_cell,GEO:GSM772835,GEO:GSM772934		False	ENCDO688UWB	unknown	unknown				Homo sapiens	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	blood,bodily fluid	hematopoietic cell,leukocyte,T cell,CD4+ T cell	mesoderm,endoderm	immune system	naive thymus-derived CD4-positive, alpha-beta T-lymphocyte,naive thymus-derived CD4-positive, alpha-beta T-cell,naive thymus-derived CD4-positive, alpha-beta T lymphocyte,Th0,T.4Nve.Sp	H3K27ac	H3K27ac (Homo sapiens)	ENCFF248LNM	fastq	reads		single-ended			8173f1f5673bb39181f232fc975bcfab	released	231835644	Illumina HiSeq 2000	2	2	2	2_3	Rep 2	anisogenic	https://www.encodeproject.org/files/ENCFF248LNM/@@download/ENCFF248LNM.fastq.gz	https://www.encodeproject.org/files/ENCFF248LNM/@@download/ENCFF248LNM.fastq.gz						true
ENCSR120WKZ	False	ENCSR644CBZ,ENCSR792FSD	ENCFF134SPR,ENCFF147BLO,ENCFF279QGV		Histone ChIP-seq	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	SCREEN-GRCh38:naive_thymus-derived_CD4-positive_alpha-beta_T_cell,GEO:GSM772835,GEO:GSM772934		False	ENCDO688UWB	unknown	unknown				Homo sapiens	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	blood,bodily fluid	hematopoietic cell,leukocyte,T cell,CD4+ T cell	mesoderm,endoderm	immune system	naive thymus-derived CD4-positive, alpha-beta T-lymphocyte,naive thymus-derived CD4-positive, alpha-beta T-cell,naive thymus-derived CD4-positive, alpha-beta T lymphocyte,Th0,T.4Nve.Sp	H3K27ac	H3K27ac (Homo sapiens)	ENCFF399YYC	fastq	reads		single-ended			e2d1faa7476e04c6584a407e88463109	released	225721784	Illumina HiSeq 2000	2	2	2	2_3	Rep 2	anisogenic	https://www.encodeproject.org/files/ENCFF399YYC/@@download/ENCFF399YYC.fastq.gz	https://www.encodeproject.org/files/ENCFF399YYC/@@download/ENCFF399YYC.fastq.gz						true
ENCSR120WKZ	False	ENCSR644CBZ,ENCSR792FSD	ENCFF134SPR,ENCFF147BLO,ENCFF279QGV		Histone ChIP-seq	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	SCREEN-GRCh38:naive_thymus-derived_CD4-positive_alpha-beta_T_cell,GEO:GSM772835,GEO:GSM772934		False	ENCDO688UWB	unknown	unknown				Homo sapiens	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	blood,bodily fluid	hematopoietic cell,leukocyte,T cell,CD4+ T cell	mesoderm,endoderm	immune system	naive thymus-derived CD4-positive, alpha-beta T-lymphocyte,naive thymus-derived CD4-positive, alpha-beta T-cell,naive thymus-derived CD4-positive, alpha-beta T lymphocyte,Th0,T.4Nve.Sp	H3K27ac	H3K27ac (Homo sapiens)	ENCFF625IWI	fastq	reads		single-ended			57ea4392d808f28f4671c2b733d123f5	released	211153291	Illumina HiSeq 2000	2	2	2	2_3	Rep 2	anisogenic	https://www.encodeproject.org/files/ENCFF625IWI/@@download/ENCFF625IWI.fastq.gz	https://www.encodeproject.org/files/ENCFF625IWI/@@download/ENCFF625IWI.fastq.gz						true
ENCSR123HEE	False	ENCSR126ZPV	ENCFF687WCW		Histone ChIP-seq	Homo sapiens layer of hippocampus tissue female adult (75 years)	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM1112791,SCREEN-GRCh38:layer_of_hippocampus_female_adult_75_years	adult 75 years	False	ENCDO871IWW	female	adult	75	year		Homo sapiens	UBERON:0002305	layer of hippocampus	tissue	brain		ectoderm	central nervous system	cytoarchitectural fields of hippocampal formation,hippocampus layer	H3K27ac	H3K27ac (Homo sapiens)	ENCFF584WUQ	fastq	reads		single-ended			5fce669969e253bec3c6e116afd0efab	released	409749969	Illumina HiSeq 2000	1	1	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF584WUQ/@@download/ENCFF584WUQ.fastq.gz	https://www.encodeproject.org/files/ENCFF584WUQ/@@download/ENCFF584WUQ.fastq.gz						true
ENCSR123HEE	False	ENCSR126ZPV	ENCFF687WCW		Histone ChIP-seq	Homo sapiens layer of hippocampus tissue female adult (75 years)	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM1112791,SCREEN-GRCh38:layer_of_hippocampus_female_adult_75_years	adult 75 years	False	ENCDO871IWW	female	adult	75	year		Homo sapiens	UBERON:0002305	layer of hippocampus	tissue	brain		ectoderm	central nervous system	cytoarchitectural fields of hippocampal formation,hippocampus layer	H3K27ac	H3K27ac (Homo sapiens)	ENCFF662GYZ	fastq	reads		single-ended			0404bf97dda6a35d04785c17c3056a86	released	356391611	Illumina HiSeq 2000	1	1	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF662GYZ/@@download/ENCFF662GYZ.fastq.gz	https://www.encodeproject.org/files/ENCFF662GYZ/@@download/ENCFF662GYZ.fastq.gz						true
ENCSR124VOE	False	ENCSR308JFE	ENCFF900DXM,ENCFF949QOX		Histone ChIP-seq	Homo sapiens neural cell originated from H1	Bradley Bernstein, Broad	ENCODE3	2014-07-11	released	SCREEN-GRCh38:neural_cell,GEO:GSE95935		False	ENCDO000AAW	male	embryonic				Homo sapiens	CL:0002319	neural cell	in vitro differentiated cells		neural cell	ectoderm	central nervous system,peripheral nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF002AZH	fastq	reads		single-ended			4ecbed9c668ff1552a9abf5038f7f53f	released	1542354589	Illumina HiSeq 2500	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF002AZH/@@download/ENCFF002AZH.fastq.gz	https://www.encodeproject.org/files/ENCFF002AZH/@@download/ENCFF002AZH.fastq.gz						true
ENCSR124VOE	False	ENCSR308JFE	ENCFF686JJA,ENCFF688OXR,ENCFF286QYQ,ENCFF895MOG,ENCFF472ADY,ENCFF746RWX		Histone ChIP-seq	Homo sapiens neural cell originated from H1	Bradley Bernstein, Broad	ENCODE3	2014-07-11	released	SCREEN-GRCh38:neural_cell,GEO:GSE95935		False	ENCDO000AAW	male	embryonic				Homo sapiens	CL:0002319	neural cell	in vitro differentiated cells		neural cell	ectoderm	central nervous system,peripheral nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF002AZW	fastq	reads		single-ended			8d2da9876af7cb35199bef1851f003b9	released	1539689106	Illumina HiSeq 2000	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF002AZW/@@download/ENCFF002AZW.fastq.gz	https://www.encodeproject.org/files/ENCFF002AZW/@@download/ENCFF002AZW.fastq.gz						true
ENCSR125KVG	False	ENCSR373OML			Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208898	adult 90 or above years	False	ENCDO258GJF	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF006QBJ	fastq	reads		single-ended			9e34604c04c74e2173963d01875f1e14	released	325698811	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF006QBJ/@@download/ENCFF006QBJ.fastq.gz	https://www.encodeproject.org/files/ENCFF006QBJ/@@download/ENCFF006QBJ.fastq.gz						true
ENCSR125KVG	False	ENCSR373OML			Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208898	adult 90 or above years	False	ENCDO258GJF	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF274HHR	fastq	reads		single-ended			1a79f8f8317651c01f2f9cbdba284988	released	320186273	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF274HHR/@@download/ENCFF274HHR.fastq.gz	https://www.encodeproject.org/files/ENCFF274HHR/@@download/ENCFF274HHR.fastq.gz						true
ENCSR125KVG	False	ENCSR373OML			Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208898	adult 90 or above years	False	ENCDO258GJF	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF411QJV	fastq	reads		single-ended			08973ad709c781e86a3a00af7e42fedb	released	320515209	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF411QJV/@@download/ENCFF411QJV.fastq.gz	https://www.encodeproject.org/files/ENCFF411QJV/@@download/ENCFF411QJV.fastq.gz						true
ENCSR125KVG	False	ENCSR373OML			Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208898	adult 90 or above years	False	ENCDO258GJF	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF564PQU	fastq	reads		single-ended			157e929560c5c9c195f07202c4bfe0a3	released	325193208	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF564PQU/@@download/ENCFF564PQU.fastq.gz	https://www.encodeproject.org/files/ENCFF564PQU/@@download/ENCFF564PQU.fastq.gz						true
ENCSR125KVG	False	ENCSR373OML			Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208898	adult 90 or above years	False	ENCDO258GJF	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF167PHR	fastq	reads		single-ended			402da4dc22e4b604b1f0894ebdbe963c	released	237854515	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF167PHR/@@download/ENCFF167PHR.fastq.gz	https://www.encodeproject.org/files/ENCFF167PHR/@@download/ENCFF167PHR.fastq.gz						true
ENCSR125KVG	False	ENCSR373OML			Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208898	adult 90 or above years	False	ENCDO258GJF	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF459DYG	fastq	reads		single-ended			0ff7cb60dfe12e7d96e7476ec492d0da	released	241334872	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF459DYG/@@download/ENCFF459DYG.fastq.gz	https://www.encodeproject.org/files/ENCFF459DYG/@@download/ENCFF459DYG.fastq.gz						true
ENCSR125KVG	False	ENCSR373OML			Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208898	adult 90 or above years	False	ENCDO258GJF	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF683VPW	fastq	reads		single-ended			a2db76950d51a9918eac90f5a2fa5196	released	241544085	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF683VPW/@@download/ENCFF683VPW.fastq.gz	https://www.encodeproject.org/files/ENCFF683VPW/@@download/ENCFF683VPW.fastq.gz						true
ENCSR125KVG	False	ENCSR373OML			Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2022-06-09	released	GEO:GSE208898	adult 90 or above years	False	ENCDO258GJF	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF920PWG	fastq	reads		single-ended			81fcc3c7b6c06c6893b92e4f1f24a789	released	237607164	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF920PWG/@@download/ENCFF920PWG.fastq.gz	https://www.encodeproject.org/files/ENCFF920PWG/@@download/ENCFF920PWG.fastq.gz						true
ENCSR131DVD	False	ENCSR771IOP	ENCFF433TZR		Histone ChIP-seq	Homo sapiens HAP-1	Michael Snyder, Stanford	ENCODE4	2020-08-28	released	GEO:GSE167721	adult 44 years	False	ENCDO763VKT	male	adult	44	year		Homo sapiens	EFO:0007598	HAP-1	cell line	bone element,bone marrow	cancer cell	mesoderm	immune system,skeletal system	HAP1	H3K27ac	H3K27ac (Homo sapiens)	ENCFF254LWX	fastq	reads		paired-ended	1	ENCFF490XNW	b46e5fbac4d95d5e479e272498e4d26e	released	5598617318	Illumina HiSeq 4000	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF254LWX/@@download/ENCFF254LWX.fastq.gz	https://www.encodeproject.org/files/ENCFF254LWX/@@download/ENCFF254LWX.fastq.gz	https://www.encodeproject.org/files/ENCFF490XNW/@@download/ENCFF490XNW.fastq.gz	https://www.encodeproject.org/files/ENCFF490XNW/@@download/ENCFF490XNW.fastq.gz	e650d84dd093d09180870406369df5a8	6396493708	ENCFF490XNW	false
