experiment_accession	is_control	matched_control_experiments	controlled_by_files	control_type	assay_title	description	lab	award	date_released	status_exp	dbxrefs	life_stage_age	perturbed	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	organism	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	biosample_synonyms	target_label	target_title	file_accession	file_format	output_type	assembly	run_type	paired_end	paired_accession	md5sum	file_status	file_size	platform	bio_replicate_count	tech_replicate_count	biological_replicates	technical_replicates	biological_replicates_formatted	replication_type	url	fastq_1	fastq_2	url_r2	md5sum_r2	file_size_r2	file_accession_r2	single_end
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF530MSC	fastq	reads		single-ended			020be717c824e4854b32fcb7c6b13bd2	released	324665212	Illumina NextSeq 500	2	4	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF530MSC/@@download/ENCFF530MSC.fastq.gz	https://www.encodeproject.org/files/ENCFF530MSC/@@download/ENCFF530MSC.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF724LED	fastq	reads		single-ended			ee250f8f5fbe2399ac2120a2bb5c156b	released	337937684	Illumina NextSeq 500	2	4	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF724LED/@@download/ENCFF724LED.fastq.gz	https://www.encodeproject.org/files/ENCFF724LED/@@download/ENCFF724LED.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF105XFO	fastq	reads		single-ended			22096406f0ee39b189cb25dc2b6c7417	released	406452993	Illumina NextSeq 500	2	4	1	1_2	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF105XFO/@@download/ENCFF105XFO.fastq.gz	https://www.encodeproject.org/files/ENCFF105XFO/@@download/ENCFF105XFO.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF319FIF	fastq	reads		single-ended			bc53827f4d1b8d98989047653fe8c47b	released	408335740	Illumina NextSeq 500	2	4	1	1_2	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF319FIF/@@download/ENCFF319FIF.fastq.gz	https://www.encodeproject.org/files/ENCFF319FIF/@@download/ENCFF319FIF.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF431SOX	fastq	reads		single-ended			72a1d3e270779734e4d42608bcd77c77	released	402277154	Illumina NextSeq 500	2	4	1	1_2	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF431SOX/@@download/ENCFF431SOX.fastq.gz	https://www.encodeproject.org/files/ENCFF431SOX/@@download/ENCFF431SOX.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF679VPR	fastq	reads		single-ended			e0943dd3ac5179143bfb919d5aa9288a	released	412284356	Illumina NextSeq 500	2	4	1	1_2	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF679VPR/@@download/ENCFF679VPR.fastq.gz	https://www.encodeproject.org/files/ENCFF679VPR/@@download/ENCFF679VPR.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF129ZVI	fastq	reads		single-ended			ee8658ce3d3abf07212f0c6a62030edf	released	501836667	Illumina NextSeq 500	2	4	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF129ZVI/@@download/ENCFF129ZVI.fastq.gz	https://www.encodeproject.org/files/ENCFF129ZVI/@@download/ENCFF129ZVI.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF246HMN	fastq	reads		single-ended			56eb73043ca03123dfdfd5a903a6d22d	released	513052068	Illumina NextSeq 500	2	4	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF246HMN/@@download/ENCFF246HMN.fastq.gz	https://www.encodeproject.org/files/ENCFF246HMN/@@download/ENCFF246HMN.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF704VLK	fastq	reads		single-ended			b6c098409c017b943e72b1c1deec2d18	released	507696786	Illumina NextSeq 500	2	4	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF704VLK/@@download/ENCFF704VLK.fastq.gz	https://www.encodeproject.org/files/ENCFF704VLK/@@download/ENCFF704VLK.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF723YLZ	fastq	reads		single-ended			c22fa0489dc353281406e275cfccbd0d	released	509919036	Illumina NextSeq 500	2	4	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF723YLZ/@@download/ENCFF723YLZ.fastq.gz	https://www.encodeproject.org/files/ENCFF723YLZ/@@download/ENCFF723YLZ.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF507DYT	fastq	reads		single-ended			c8c014c7d87fa312a28ba1e76ffd2fef	released	702954580	Illumina NextSeq 500	2	4	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF507DYT/@@download/ENCFF507DYT.fastq.gz	https://www.encodeproject.org/files/ENCFF507DYT/@@download/ENCFF507DYT.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF550TLM	fastq	reads		single-ended			b330f1cbdca360b88f73d8c4d6a0906d	released	715891661	Illumina NextSeq 500	2	4	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF550TLM/@@download/ENCFF550TLM.fastq.gz	https://www.encodeproject.org/files/ENCFF550TLM/@@download/ENCFF550TLM.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF672LTE	fastq	reads		single-ended			20a8158f1f8b690229520705bc859767	released	713872625	Illumina NextSeq 500	2	4	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF672LTE/@@download/ENCFF672LTE.fastq.gz	https://www.encodeproject.org/files/ENCFF672LTE/@@download/ENCFF672LTE.fastq.gz						true
ENCSR576VXL	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE209105	adult 90 or above years	False	ENCDO218FFZ	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF709HDX	fastq	reads		single-ended			decca597aa94065910d2c4798740e8c4	released	708280785	Illumina NextSeq 500	2	4	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF709HDX/@@download/ENCFF709HDX.fastq.gz	https://www.encodeproject.org/files/ENCFF709HDX/@@download/ENCFF709HDX.fastq.gz						true
ENCSR577BCL	True			input library	Control ChIP-seq	Homo sapiens lung tissue male child (3 years)	Bing Ren, UCSD	Roadmap	2013-07-31	released	GEO:GSM1013165	child 3 years	False	ENCDO478OMA	male	child	3	year		Homo sapiens	UBERON:0002048	lung	tissue	lung		endoderm	respiratory system	pulmo			ENCFF587OOH	fastq	reads		single-ended			cdefed9104eca58f87cc7f7f986f77e5	released	2260132582	Illumina HiSeq 2000	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF587OOH/@@download/ENCFF587OOH.fastq.gz	https://www.encodeproject.org/files/ENCFF587OOH/@@download/ENCFF587OOH.fastq.gz						true
ENCSR580WGM	True			input library	Control ChIP-seq	Homo sapiens iPS-18a	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM773024	adult 48 years	False	ENCDO844VGJ	female	adult	48	year		Homo sapiens	EFO:0007105	iPS-18a	cell line	skin of body	stem cell,induced pluripotent stem cell	ectoderm	integumental system				ENCFF054AIM	fastq	reads		single-ended			76557563e1a295d996fa7ee9c341fef8	released	368867287	Illumina HiSeq 2000	1	1	1	1_4	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF054AIM/@@download/ENCFF054AIM.fastq.gz	https://www.encodeproject.org/files/ENCFF054AIM/@@download/ENCFF054AIM.fastq.gz						true
ENCSR580WGM	True			input library	Control ChIP-seq	Homo sapiens iPS-18a	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM773024	adult 48 years	False	ENCDO844VGJ	female	adult	48	year		Homo sapiens	EFO:0007105	iPS-18a	cell line	skin of body	stem cell,induced pluripotent stem cell	ectoderm	integumental system				ENCFF732BVW	fastq	reads		single-ended			345f08b9b3a9b2542d6c00e205cc0d50	released	366602974	Illumina HiSeq 2000	1	1	1	1_4	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF732BVW/@@download/ENCFF732BVW.fastq.gz	https://www.encodeproject.org/files/ENCFF732BVW/@@download/ENCFF732BVW.fastq.gz						true
ENCSR580WGM	True			input library	Control ChIP-seq	Homo sapiens iPS-18a	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM773024	adult 48 years	False	ENCDO844VGJ	female	adult	48	year		Homo sapiens	EFO:0007105	iPS-18a	cell line	skin of body	stem cell,induced pluripotent stem cell	ectoderm	integumental system				ENCFF802ZZZ	fastq	reads		single-ended			b61c559ec77d5045ad1dd88db313a2d9	released	376420972	Illumina HiSeq 2000	1	1	1	1_4	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF802ZZZ/@@download/ENCFF802ZZZ.fastq.gz	https://www.encodeproject.org/files/ENCFF802ZZZ/@@download/ENCFF802ZZZ.fastq.gz						true
ENCSR580WGM	True			input library	Control ChIP-seq	Homo sapiens iPS-18a	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM773024	adult 48 years	False	ENCDO844VGJ	female	adult	48	year		Homo sapiens	EFO:0007105	iPS-18a	cell line	skin of body	stem cell,induced pluripotent stem cell	ectoderm	integumental system				ENCFF965SVG	fastq	reads		single-ended			fc8800d9206f2cb7618a25ce7b73476f	released	350643479	Illumina HiSeq 2000	1	1	1	1_4	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF965SVG/@@download/ENCFF965SVG.fastq.gz	https://www.encodeproject.org/files/ENCFF965SVG/@@download/ENCFF965SVG.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF008ZDW	fastq	reads		single-ended			a945ffdc8ef589b2d6d58343748184bc	released	482848418	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF008ZDW/@@download/ENCFF008ZDW.fastq.gz	https://www.encodeproject.org/files/ENCFF008ZDW/@@download/ENCFF008ZDW.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF074KIU	fastq	reads		single-ended			6ca67797837a4f5189e578eb6608a2d5	released	182506896	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF074KIU/@@download/ENCFF074KIU.fastq.gz	https://www.encodeproject.org/files/ENCFF074KIU/@@download/ENCFF074KIU.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF136SBT	fastq	reads		single-ended			2ef32f00b9511d02da2d96eb3540a286	released	182145196	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF136SBT/@@download/ENCFF136SBT.fastq.gz	https://www.encodeproject.org/files/ENCFF136SBT/@@download/ENCFF136SBT.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF266BIH	fastq	reads		single-ended			e9801de6c3b61fe26f9690f5f2446975	released	491239655	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF266BIH/@@download/ENCFF266BIH.fastq.gz	https://www.encodeproject.org/files/ENCFF266BIH/@@download/ENCFF266BIH.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF357OON	fastq	reads		single-ended			738b6754c1f5cb719d0c95302d0f5914	released	184482184	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF357OON/@@download/ENCFF357OON.fastq.gz	https://www.encodeproject.org/files/ENCFF357OON/@@download/ENCFF357OON.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF555YDI	fastq	reads		single-ended			b6410765c4996b992954bd4f0cb4a764	released	489059628	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF555YDI/@@download/ENCFF555YDI.fastq.gz	https://www.encodeproject.org/files/ENCFF555YDI/@@download/ENCFF555YDI.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF638DSU	fastq	reads		single-ended			8c1d338b2194ea4d1ff16df0b65713ea	released	486349661	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF638DSU/@@download/ENCFF638DSU.fastq.gz	https://www.encodeproject.org/files/ENCFF638DSU/@@download/ENCFF638DSU.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF653NHM	fastq	reads		single-ended			de63c485619ab82a0586daa30a36fe1f	released	185597870	Illumina NextSeq 500	1	2	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF653NHM/@@download/ENCFF653NHM.fastq.gz	https://www.encodeproject.org/files/ENCFF653NHM/@@download/ENCFF653NHM.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF044MQH	fastq	reads		single-ended			8089d5826e28d780ba88aa4680ac2fe7	released	509682474	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF044MQH/@@download/ENCFF044MQH.fastq.gz	https://www.encodeproject.org/files/ENCFF044MQH/@@download/ENCFF044MQH.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF121KVC	fastq	reads		single-ended			031dcfbd4d3e86aaf55e662e05da92e3	released	363144723	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF121KVC/@@download/ENCFF121KVC.fastq.gz	https://www.encodeproject.org/files/ENCFF121KVC/@@download/ENCFF121KVC.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF191LAW	fastq	reads		single-ended			3e3624c439cb196189cb787381430823	released	361284830	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF191LAW/@@download/ENCFF191LAW.fastq.gz	https://www.encodeproject.org/files/ENCFF191LAW/@@download/ENCFF191LAW.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF265USZ	fastq	reads		single-ended			56626e37141432e03e5d7d59459c48be	released	358278378	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF265USZ/@@download/ENCFF265USZ.fastq.gz	https://www.encodeproject.org/files/ENCFF265USZ/@@download/ENCFF265USZ.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF470FUM	fastq	reads		single-ended			36beecfc1f0f1e81fdaad28059cec067	released	365780998	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF470FUM/@@download/ENCFF470FUM.fastq.gz	https://www.encodeproject.org/files/ENCFF470FUM/@@download/ENCFF470FUM.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF489UDD	fastq	reads		single-ended			bfa585ad91405b22d3c2d2f85b41a35f	released	507339624	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF489UDD/@@download/ENCFF489UDD.fastq.gz	https://www.encodeproject.org/files/ENCFF489UDD/@@download/ENCFF489UDD.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF559ZGW	fastq	reads		single-ended			b4701f70c855a87914e41e59bb904f61	released	512868239	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF559ZGW/@@download/ENCFF559ZGW.fastq.gz	https://www.encodeproject.org/files/ENCFF559ZGW/@@download/ENCFF559ZGW.fastq.gz						true
ENCSR583BXC	True			input library	Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE4	2021-09-21	released	GEO:GSE187536	adult 90 or above years	False	ENCDO471EKG	female	adult	90 or above	year	European	Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF642DZE	fastq	reads		single-ended			431617f83810ccd26e23d3ab113fb7f5	released	507423932	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF642DZE/@@download/ENCFF642DZE.fastq.gz	https://www.encodeproject.org/files/ENCFF642DZE/@@download/ENCFF642DZE.fastq.gz						true
ENCSR583DLA	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (75 years)	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM669960	adult 75 years	False	ENCDO871IWW	female	adult	75	year		Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF264CZE	fastq	reads		single-ended			76d556b75fc8ef5327e9074050eb5c95	released	1960636284	Illumina Genome Analyzer IIx	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF264CZE/@@download/ENCFF264CZE.fastq.gz	https://www.encodeproject.org/files/ENCFF264CZE/@@download/ENCFF264CZE.fastq.gz						true
ENCSR583DLA	True			input library	Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (75 years)	Bradley Bernstein, Broad	Roadmap	2013-07-31	released	GEO:GSM669960	adult 75 years	False	ENCDO871IWW	female	adult	75	year		Homo sapiens	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system				ENCFF435HBN	fastq	reads		single-ended			2feb410b90e945d188126faaa45c7307	released		Illumina Genome Analyzer IIx	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF435HBN/@@download/ENCFF435HBN.fastq.gz	https://www.encodeproject.org/files/ENCFF435HBN/@@download/ENCFF435HBN.fastq.gz						true
